# {"t_start": 1550232864.192254, "env_id": "CarnivalNoFrameskip-v4"} 
880.0,657,21659.840516
1080.0,980,21706.5905
900.0,646,21736.285829
660.0,501,21759.176537
320.0,484,21781.702575
960.0,706,21813.659354
400.0,837,21851.32953
700.0,837,21890.178467
800.0,521,21914.179255
700.0,871,21954.67145
660.0,457,21975.712793
140.0,939,22018.388196
440.0,421,22037.352589
400.0,763,22073.194412
200.0,507,22096.83767
400.0,564,22122.653214
740.0,618,22150.876801
500.0,723,22183.600154
1120.0,811,22220.769745
540.0,538,22245.205527
1360.0,580,22272.801931
20.0,494,22295.678846
300.0,493,22318.161726
1000.0,661,22348.351197
260.0,499,22371.001338
520.0,620,22399.463274
260.0,506,22423.023047
660.0,744,22457.833941
1140.0,691,22489.137408
280.0,764,22524.225486
340.0,633,22553.822688
0.0,698,22586.209013
60.0,514,22610.331364
0.0,599,22638.237483
160.0,498,22661.971107
1380.0,733,22696.046511
180.0,589,22723.238468
280.0,582,22750.05569
440.0,724,22783.656549
360.0,516,22807.209748
200.0,707,22839.91369
380.0,888,22880.385454
860.0,526,22904.748742
940.0,636,22933.914784
700.0,713,22966.831373
540.0,680,22998.549408
500.0,518,23023.644483
0.0,708,23055.516517
380.0,638,23084.601187
120.0,806,23121.599799
340.0,518,23146.936256
960.0,699,23179.414045
1040.0,735,23214.041538
20.0,805,23251.231634
960.0,613,23279.836728
940.0,465,23301.919334
740.0,627,23330.942349
980.0,1166,23384.965088
660.0,505,23407.824521
640.0,408,23426.727784
660.0,596,23454.768975
440.0,511,23478.04553
1480.0,1468,23545.602409
1140.0,501,23568.423638
40.0,777,23603.66982
280.0,526,23627.515791
760.0,630,23656.118628
300.0,559,23681.250727
0.0,795,23716.967956
500.0,446,23737.132453
100.0,679,23768.43206
820.0,871,23808.415456
360.0,545,23833.885748
360.0,613,23861.738431
220.0,520,23885.511352
380.0,333,23900.965123
1220.0,516,23924.874945
300.0,524,23949.001386
680.0,620,23976.943466
720.0,451,23997.725021
140.0,517,24021.229322
1700.0,912,24063.316907
540.0,532,24088.252532
640.0,731,24121.997165
1040.0,544,24146.929745
680.0,477,24168.771401
860.0,466,24189.837603
820.0,498,24212.127426
1160.0,629,24241.365404
160.0,525,24265.710241
480.0,517,24289.110293
60.0,535,24313.803384
440.0,575,24340.713886
300.0,632,24369.739191
80.0,371,24386.850906
760.0,808,24424.991399
60.0,874,24464.618788
940.0,694,24496.351846
140.0,734,24529.651468
280.0,774,24564.057418
1340.0,493,24585.80982
60.0,613,24612.825009
440.0,506,24635.059738
1040.0,590,24661.572219
460.0,649,24690.648408
300.0,713,24723.007663
280.0,493,24745.279754
860.0,380,24762.472217
460.0,514,24785.581114
1220.0,712,24817.564928
720.0,875,24858.53743
440.0,698,24890.176492
200.0,421,24909.199101
520.0,614,24937.175838
1380.0,697,24969.290894
300.0,382,24986.744052
380.0,540,25011.38828
280.0,610,25039.504482
1040.0,671,25070.319918
240.0,568,25096.666735
380.0,746,25130.296929
580.0,518,25153.843205
280.0,827,25191.992366
320.0,362,25208.915989
960.0,566,25234.851043
300.0,531,25259.318704
300.0,585,25286.84379
0.0,463,25307.800088
860.0,531,25332.237195
1440.0,1247,25389.511553
680.0,758,25424.330658
600.0,458,25444.745477
440.0,540,25469.170317
580.0,519,25492.574835
140.0,506,25514.832874
1160.0,521,25537.684682
400.0,540,25561.848843
340.0,542,25586.590373
420.0,755,25621.822578
300.0,416,25641.42718
440.0,508,25664.94898
960.0,841,25703.409913
420.0,616,25731.523019
500.0,479,25752.933544
140.0,501,25776.246337
140.0,468,25797.187103
360.0,619,25825.105289
880.0,660,25855.437514
300.0,469,25877.109428
340.0,446,25897.674103
1000.0,809,25935.493417
680.0,1114,25987.080908
820.0,606,26013.928868
420.0,450,26034.820454
940.0,642,26064.018489
660.0,869,26103.725452
0.0,547,26128.841578
640.0,545,26153.991173
1360.0,645,26183.599982
680.0,901,26225.223316
60.0,736,26260.116138
580.0,1003,26305.812454
200.0,724,26339.510027
220.0,958,26384.207755
160.0,1046,26432.330532
220.0,496,26454.946031
1020.0,705,26486.777994
760.0,475,26508.520909
480.0,445,26528.61986
520.0,1237,26584.587219
560.0,562,26610.288157
100.0,801,26647.825105
560.0,751,26681.982059
300.0,576,26708.943004
1180.0,474,26730.90905
300.0,523,26754.86726
380.0,719,26788.017482
100.0,709,26820.783186
960.0,629,26849.676676
140.0,822,26888.133528
1220.0,752,26922.856285
920.0,643,26952.329266
780.0,543,26977.020564
0.0,754,27011.112278
840.0,629,27039.595625
1000.0,975,27083.446852
1060.0,1166,27135.21657
820.0,600,27162.568963
1040.0,766,27196.529832
700.0,488,27218.504335
200.0,629,27247.188506
640.0,618,27275.511009
160.0,425,27294.795648
100.0,476,27317.401493
1000.0,780,27353.460845
1180.0,606,27381.114664
740.0,747,27414.990373
620.0,512,27438.107417
800.0,461,27459.192479
700.0,630,27488.099654
300.0,476,27509.67972
680.0,675,27540.6242
740.0,492,27563.272974
1200.0,663,27593.739421
480.0,521,27618.086723
520.0,486,27640.155884
180.0,543,27665.337031
560.0,526,27689.858937
360.0,541,27714.59737
980.0,514,27738.337469
360.0,653,27768.830507
960.0,715,27801.147428
600.0,720,27833.395039
220.0,753,27867.10897
700.0,598,27894.374742
420.0,412,27913.136253
760.0,411,27931.940371
400.0,564,27958.432881
660.0,614,27986.593536
840.0,552,28011.598137
980.0,583,28038.016872
720.0,422,28057.293802
620.0,580,28084.932408
680.0,615,28113.399809
960.0,854,28153.041875
60.0,431,28172.696585
480.0,522,28196.579391
240.0,696,28229.066217
1260.0,455,28250.136606
880.0,430,28269.890581
700.0,910,28311.7545
660.0,779,28346.907982
560.0,431,28366.049163
640.0,514,28388.626044
900.0,632,28416.91185
1180.0,860,28456.805187
740.0,702,28488.996511
860.0,1163,28542.058146
1160.0,607,28569.7509
1100.0,633,28598.631044
340.0,602,28626.506538
1000.0,715,28659.712779
580.0,783,28696.528698
560.0,436,28716.718236
940.0,483,28739.303802
60.0,500,28762.177987
360.0,530,28786.427404
260.0,489,28808.676179
500.0,705,28841.350692
40.0,509,28864.866614
840.0,560,28890.449509
800.0,505,28913.321478
300.0,510,28936.66248
1000.0,620,28965.177538
1300.0,719,28998.742271
840.0,621,29027.49886
300.0,688,29057.986406
720.0,632,29086.318432
800.0,607,29113.693228
460.0,1331,29174.803661
1040.0,398,29193.486554
1500.0,691,29225.412453
0.0,751,29260.214658
340.0,353,29276.551702
580.0,346,29292.665367
1740.0,568,29318.556705
1460.0,604,29346.902301
1160.0,1047,29395.027302
460.0,1239,29451.444203
520.0,953,29496.196325
780.0,709,29528.437615
20.0,613,29556.607447
880.0,624,29585.819982
1080.0,850,29624.110483
920.0,618,29653.45714
520.0,518,29677.114609
600.0,609,29704.724143
960.0,481,29726.740241
540.0,845,29765.648574
880.0,419,29784.495398
680.0,1362,29846.68298
1120.0,648,29876.063267
1420.0,782,29911.678345
1000.0,473,29933.90906
1000.0,616,29962.027128
720.0,500,29985.189891
520.0,594,30012.229293
640.0,452,30032.760883
160.0,324,30047.574563
420.0,492,30070.315011
360.0,625,30098.914456
1260.0,632,30128.367978
540.0,371,30145.357597
0.0,409,30164.547659
700.0,723,30197.489082
980.0,427,30217.034159
60.0,396,30235.297465
840.0,495,30258.272875
1320.0,427,30278.717619
200.0,493,30301.266742
740.0,494,30323.919856
600.0,790,30360.88689
360.0,604,30389.752338
1120.0,561,30416.355493
120.0,614,30445.233264
1160.0,615,30474.199929
1460.0,505,30497.578856
400.0,566,30524.022904
1460.0,811,30561.746788
840.0,1330,30623.391129
820.0,500,30646.416684
880.0,575,30672.804597
240.0,522,30696.016478
1080.0,610,30723.776457
140.0,368,30740.484127
740.0,524,30764.840028
940.0,658,30794.870707
780.0,586,30822.005236
160.0,736,30856.320391
500.0,490,30878.78696
1060.0,524,30903.249671
520.0,455,30924.426263
480.0,514,30948.494127
980.0,480,30971.105148
860.0,467,30992.312122
760.0,526,31015.744295
700.0,665,31045.673503
380.0,485,31067.687265
620.0,766,31102.308943
700.0,590,31128.741931
580.0,627,31156.349953
620.0,564,31181.392651
640.0,624,31210.114713
340.0,628,31239.415929
440.0,500,31262.688119
800.0,504,31285.823625
200.0,473,31308.3486
100.0,632,31337.506007
240.0,506,31360.697239
140.0,527,31384.896497
900.0,497,31409.144958
520.0,682,31440.217641
620.0,547,31464.613329
600.0,615,31492.013291
0.0,782,31527.783765
1140.0,627,31557.004375
1040.0,562,31582.713709
760.0,456,31603.873477
620.0,522,31627.752293
1260.0,681,31658.437455
500.0,628,31686.412607
1120.0,613,31713.763127
760.0,623,31741.40239
460.0,718,31774.915343
840.0,565,31800.890003
760.0,426,31820.64884
1120.0,423,31840.160559
680.0,1271,31898.430828
400.0,478,31920.736202
460.0,487,31943.483038
240.0,525,31967.817865
920.0,723,32001.082186
360.0,477,32022.581447
160.0,608,32050.196155
740.0,464,32071.715146
880.0,423,32091.183186
420.0,388,32108.453813
760.0,988,32152.672442
400.0,504,32176.327254
500.0,627,32205.333875
1140.0,455,32227.078496
460.0,337,32242.627519
60.0,359,32259.249103
740.0,617,32288.006131
640.0,591,32315.02332
0.0,423,32334.721855
160.0,754,32369.37275
460.0,392,32387.493804
820.0,849,32426.054151
1020.0,553,32451.492947
800.0,605,32478.972137
1840.0,477,32501.387136
580.0,582,32527.860467
480.0,615,32556.285165
1900.0,563,32582.537412
540.0,669,32613.27295
780.0,496,32636.042275
300.0,636,32665.176417
2080.0,859,32705.095212
460.0,517,32728.917636
360.0,586,32756.026368
360.0,762,32791.082576
500.0,519,32815.086009
900.0,495,32837.990282
300.0,506,32860.880705
440.0,483,32883.133115
880.0,845,32922.071706
660.0,575,32947.938051
580.0,467,32969.156579
600.0,725,33002.813762
680.0,778,33038.712568
240.0,575,33064.846972
980.0,702,33096.945045
180.0,457,33117.905089
420.0,1179,33172.696163
0.0,626,33202.379254
1320.0,637,33231.817819
1320.0,541,33256.814973
560.0,549,33281.761346
920.0,539,33306.53725
300.0,538,33331.895757
1020.0,674,33363.774732
840.0,654,33393.261694
1000.0,1267,33451.132017
900.0,604,33478.680395
720.0,612,33506.491326
980.0,404,33525.559019
520.0,507,33548.630022
660.0,822,33586.575642
260.0,531,33611.707522
1220.0,462,33633.215981
600.0,467,33654.60623
960.0,605,33682.183172
1620.0,676,33713.214433
80.0,446,33734.067688
200.0,718,33766.69836
100.0,787,33802.520463
740.0,598,33830.537427
200.0,859,33870.143083
820.0,740,33903.732598
20.0,727,33937.065843
180.0,552,33962.261007
100.0,462,33984.089698
480.0,588,34010.744277
700.0,727,34043.467074
180.0,405,34062.009345
320.0,382,34080.116862
460.0,586,34106.944571
640.0,979,34152.355156
100.0,646,34181.589399
220.0,482,34204.307397
1060.0,544,34228.83016
300.0,507,34252.230028
1140.0,521,34275.980859
460.0,611,34304.194706
1040.0,453,34324.587314
620.0,602,34351.850975
180.0,435,34372.347921
300.0,515,34395.518056
780.0,722,34428.655285
700.0,626,34458.454692
520.0,308,34472.571491
860.0,923,34514.760415
660.0,638,34544.708764
180.0,363,34561.396887
480.0,511,34585.721671
380.0,567,34611.937276
340.0,500,34634.794154
360.0,416,34653.717481
1040.0,627,34682.67416
900.0,611,34710.876569
1600.0,913,34753.246674
860.0,729,34787.462871
440.0,393,34805.431999
680.0,523,34829.37851
1920.0,800,34866.19158
0.0,624,34894.381289
120.0,834,34932.452255
420.0,546,34957.368548
340.0,443,34978.190802
440.0,815,35016.270381
960.0,868,35056.556293
760.0,741,35091.996374
300.0,507,35115.653801
360.0,491,35138.773961
640.0,519,35162.308057
1160.0,605,35190.35174
760.0,469,35212.276803
840.0,423,35231.555062
860.0,469,35252.93051
700.0,689,35284.935191
320.0,302,35298.836637
920.0,601,35326.613189
460.0,697,35359.379438
1240.0,658,35389.626573
280.0,575,35416.082063
1220.0,1436,35482.95882
380.0,399,35501.577157
1420.0,852,35540.593189
860.0,420,35559.995249
180.0,661,35591.041586
240.0,381,35608.309401
960.0,614,35636.448166
360.0,509,35660.182975
160.0,375,35677.524963
380.0,532,35702.80118
620.0,515,35726.47168
980.0,419,35745.541256
740.0,537,35769.718635
160.0,531,35793.470437
420.0,525,35817.730631
180.0,668,35848.000625
100.0,564,35873.86281
420.0,385,35891.258851
1340.0,754,35926.383865
860.0,472,35947.839558
1300.0,734,35981.78134
1300.0,1238,36038.935461
300.0,999,36084.687685
380.0,536,36109.518615
360.0,511,36133.345657
1340.0,591,36161.725163
940.0,529,36185.94249
100.0,450,36206.873188
780.0,524,36230.801568
500.0,515,36254.196778
600.0,694,36285.895173
500.0,620,36314.277074
840.0,513,36337.584382
540.0,501,36359.664595
1440.0,422,36378.525148
780.0,787,36415.605566
1120.0,468,36437.84386
680.0,507,36461.152747
700.0,487,36483.800746
680.0,394,36501.587713
1100.0,377,36518.639802
440.0,508,36541.431215
920.0,622,36569.877654
1940.0,506,36592.821515
300.0,437,36612.902877
740.0,647,36642.656557
1100.0,447,36663.122431
960.0,626,36691.765654
340.0,1103,36742.645167
520.0,743,36777.109855
540.0,503,36800.142329
800.0,760,36834.8964
480.0,452,36856.206598
1440.0,887,36896.785166
780.0,413,36915.897877
1040.0,465,36937.122174
1240.0,530,36961.799099
1440.0,664,36993.424208
780.0,554,37019.456228
380.0,596,37046.846505
260.0,500,37070.505594
140.0,514,37094.21136
2700.0,668,37125.522214
660.0,1004,37171.399885
180.0,782,37207.255823
300.0,814,37244.951095
380.0,441,37265.051259
980.0,509,37288.330138
960.0,649,37318.812838
500.0,560,37344.675746
580.0,536,37368.91689
740.0,1169,37424.157704
0.0,702,37456.781325
1100.0,708,37489.836972
700.0,414,37508.536574
1220.0,700,37541.022609
1080.0,548,37566.984518
540.0,705,37599.457789
60.0,615,37627.833501
500.0,672,37659.720337
440.0,737,37693.757245
580.0,549,37718.469013
360.0,640,37748.448603
520.0,676,37780.941099
980.0,1132,37832.381341
660.0,825,37869.934683
540.0,758,37904.030102
260.0,453,37924.807864
280.0,781,37959.886081
840.0,654,37990.219676
240.0,780,38026.029276
100.0,421,38045.013437
120.0,628,38073.558531
1400.0,506,38096.126429
1000.0,729,38128.812354
0.0,430,38148.302185
500.0,464,38169.831306
140.0,935,38213.189408
80.0,706,38246.886807
0.0,563,38272.694981
1720.0,619,38301.751148
560.0,488,38324.517808
440.0,436,38344.926837
340.0,450,38365.602698
1580.0,936,38408.691061
1120.0,998,38454.107798
600.0,394,38472.781941
1320.0,581,38500.088089
640.0,950,38544.562194
160.0,618,38572.589397
880.0,426,38592.036057
1180.0,474,38613.873983
420.0,512,38637.708078
660.0,615,38665.894787
620.0,613,38693.76549
580.0,628,38722.323504
320.0,412,38741.089004
1140.0,616,38768.94771
1060.0,506,38792.718662
960.0,392,38810.627826
380.0,497,38833.860626
460.0,639,38863.066433
540.0,630,38891.318404
960.0,416,38909.878342
760.0,673,38940.75661
60.0,498,38963.891544
600.0,747,38998.651375
500.0,400,39017.405848
960.0,846,39056.326512
620.0,583,39083.206737
700.0,392,39101.907058
860.0,651,39131.445278
620.0,505,39154.575108
360.0,690,39187.617724
660.0,407,39206.606163
520.0,503,39230.513091
400.0,631,39259.756758
300.0,501,39283.109377
1000.0,1015,39330.112257
800.0,463,39351.761378
200.0,502,39374.298148
520.0,509,39397.303877
660.0,599,39424.924525
0.0,414,39443.535202
800.0,685,39474.98164
1620.0,1036,39522.07484
180.0,479,39543.572262
0.0,832,39582.087013
300.0,525,39606.574073
900.0,482,39629.716289
600.0,525,39653.636414
100.0,432,39673.600631
840.0,630,39702.450673
740.0,1020,39748.906398
560.0,1062,39796.161813
1080.0,426,39815.845982
860.0,376,39833.4207
380.0,511,39857.447772
240.0,498,39880.387434
1020.0,428,39900.179834
940.0,704,39932.473344
920.0,589,39960.071386
360.0,482,39982.798996
660.0,519,40006.026397
900.0,544,40031.201545
320.0,491,40053.588502
1000.0,689,40085.679843
720.0,529,40109.615996
400.0,613,40137.780498
80.0,420,40156.994123
580.0,421,40176.629802
380.0,1007,40223.480716
100.0,460,40244.703454
560.0,486,40266.997255
300.0,498,40290.141452
1900.0,621,40318.955991
260.0,673,40349.401454
440.0,624,40378.179196
900.0,783,40414.233114
80.0,726,40447.818514
40.0,1315,40508.221967
900.0,579,40534.988649
1100.0,705,40568.826151
180.0,369,40586.849295
740.0,495,40609.796643
400.0,509,40633.186298
380.0,528,40657.318292
1100.0,608,40684.906476
1200.0,566,40710.970563
320.0,556,40737.329571
1240.0,412,40756.648493
1080.0,364,40773.375104
640.0,462,40795.204133
0.0,595,40822.356154
800.0,762,40857.896811
620.0,494,40880.703449
440.0,1074,40929.271297
40.0,666,40960.402506
1080.0,497,40982.860911
1080.0,871,41022.693723
200.0,385,41040.407093
1980.0,577,41066.823984
740.0,563,41092.429025
160.0,419,41111.845196
1060.0,489,41134.38151
500.0,505,41157.70977
1000.0,615,41186.034067
40.0,490,41208.650347
320.0,506,41231.996464
1420.0,587,41258.345245
880.0,478,41279.973456
1400.0,1108,41330.666206
900.0,395,41348.670204
740.0,367,41365.052447
220.0,405,41383.470735
1300.0,900,41424.876322
80.0,1055,41474.347295
560.0,814,41511.37386
820.0,353,41527.631541
380.0,666,41558.496837
860.0,802,41595.369208
1000.0,616,41623.759308
1200.0,677,41655.36014
1240.0,926,41698.420655
560.0,705,41730.726439
880.0,408,41749.798772
780.0,629,41778.648691
720.0,413,41797.581015
700.0,890,41839.077628
140.0,510,41862.454976
320.0,516,41886.651153
2140.0,1523,41957.198483
700.0,506,41980.219514
480.0,383,41997.86817
200.0,332,42013.158564
1180.0,929,42055.980103
800.0,402,42074.319324
380.0,568,42100.809792
440.0,301,42114.306488
900.0,507,42137.345105
1100.0,416,42156.48156
1160.0,695,42188.985987
680.0,483,42211.131491
960.0,896,42252.378183
320.0,467,42274.314343
1840.0,802,42312.110703
300.0,524,42336.14634
2020.0,709,42368.574962
720.0,934,42412.828072
440.0,625,42441.876034
620.0,499,42465.206173
1240.0,462,42486.288997
1120.0,574,42512.760315
480.0,1371,42576.265568
600.0,612,42604.089204
1060.0,391,42621.918407
960.0,615,42650.327134
440.0,807,42688.075805
720.0,440,42708.519827
1840.0,519,42732.172318
820.0,874,42772.495343
640.0,598,42799.646641
1220.0,839,42837.828526
880.0,1008,42884.828947
840.0,523,42908.6077
680.0,540,42933.06175
1140.0,683,42964.823153
680.0,568,42990.88364
460.0,542,43016.2398
800.0,946,43059.984502
720.0,820,43097.789155
1020.0,400,43116.362571
260.0,424,43136.272211
640.0,893,43177.909774
1940.0,499,43200.667719
840.0,580,43227.641819
940.0,429,43248.073412
680.0,504,43272.35905
380.0,710,43306.520846
1060.0,602,43334.871099
40.0,637,43364.23605
580.0,419,43384.516215
380.0,741,43418.751445
680.0,510,43442.36306
1020.0,588,43469.468723
1700.0,529,43493.831307
1080.0,1047,43540.939703
760.0,405,43559.565097
620.0,767,43594.457132
480.0,608,43622.64157
220.0,388,43640.464697
860.0,523,43664.573298
1440.0,754,43699.971874
760.0,646,43730.280874
540.0,469,43751.792994
1940.0,472,43773.552503
720.0,726,43808.038991
500.0,493,43830.733679
360.0,626,43859.711144
1640.0,735,43894.303824
860.0,510,43918.334463
740.0,737,43952.538822
1440.0,620,43980.680171
840.0,464,44002.299245
1720.0,820,44040.533567
460.0,560,44066.198219
1040.0,607,44094.358033
540.0,416,44113.369272
640.0,444,44133.561011
680.0,594,44160.951416
740.0,737,44194.518187
1620.0,792,44231.292784
1660.0,588,44259.04088
500.0,473,44280.849653
2540.0,990,44327.038737
1080.0,696,44359.701318
420.0,471,44381.000384
520.0,585,44407.677074
1500.0,522,44432.195416
1260.0,601,44460.581501
1640.0,1143,44515.322075
720.0,456,44537.39251
480.0,498,44561.89831
600.0,604,44592.752335
1080.0,503,44618.059694
1120.0,781,44656.723561
740.0,527,44682.889824
440.0,1346,44750.531102
720.0,678,44785.89265
720.0,469,44811.724853
300.0,394,44839.300148
40.0,764,44892.293506
1600.0,520,44928.256557
1860.0,846,44987.809158
180.0,305,45009.855274
400.0,548,45048.173495
1380.0,623,45092.024455
600.0,717,45141.447479
1040.0,592,45182.778908
1240.0,947,45248.73029
60.0,596,45289.358915
20.0,727,45339.685961
1100.0,482,45368.630749
160.0,479,45390.825393
1300.0,430,45411.388764
960.0,636,45440.906237
780.0,494,45463.92996
1260.0,611,45492.302224
2360.0,473,45514.173129
1320.0,624,45543.355684
1020.0,463,45564.619167
1300.0,647,45593.783993
560.0,588,45619.954096
1460.0,750,45652.527825
1220.0,598,45678.421598
460.0,480,45699.266599
1020.0,412,45717.675869
120.0,573,45742.924495
340.0,708,45774.909445
1820.0,880,45813.657775
1200.0,715,45845.40583
